destination_id,destination_name,country,continent,type,unesco_site,best_season,avg_cost_usd,avg_rating,annual_visitors_millions,city,region,latitude,longitude,description,budget_level,culture_score,adventure_score,nature_score,beach_score,urban_score,nightlife_score,cuisine_score,wellness_score,seclusion_score,climate_spring_temp,climate_spring_label,climate_summer_temp,climate_summer_label,climate_autumn_temp,climate_autumn_label,climate_winter_temp,climate_winter_label,ideal_duration_days,experience_types,experience_types_str
DEST_0149,Serene Ruins,Vietnam,Asia,Beach,No,Summer,162.97,4.6,10.0,Hoi An,asia,15.8795863,108.3319406,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",Budget,5,3,3,3,2,2,5,3,4,27.366666666666664,Warm,30.166666666666668,Hot,27.066666666666666,Warm,22.73333333333333,Pleasant,4,['Beach'],Beach
DEST_0150,Ancient Temple,Argentina,South America,Nature,No,Summer,150.26,4.5,7.81,Salta,south_america,-25.1076701,-64.3494964,"Stunning mountain landscapes, vibrant local markets, and the warmth of traditional folklore create an inviting and colorful atmosphere.",Mid-range,4,4,5,1,3,3,4,3,4,16.400000000000002,Pleasant,11.133333333333333,Cool,18.233333333333334,Pleasant,21.066666666666666,Pleasant,5,['Nature'],Nature
DEST_0151,Mystic Pagoda,Greece,Europe,Adventure,No,Summer,134.35,4.0,1.73,Crete,europe,35.3084952,24.46334232,"Sun-drenched beaches, ancient ruins, and vibrant local markets create a tapestry of experiences that feel both timeless and refreshingly alive.",Mid-range,4,4,5,5,3,3,5,4,4,16.833333333333332,Pleasant,26.366666666666664,Warm,20.233333333333334,Pleasant,11.966666666666667,Cool,8,['Adventure'],Adventure
DEST_0152,Lush Pagoda,Argentina,South America,Nature,No,Spring,156.01,4.7,2.67,Salta,south_america,-25.1076701,-64.3494964,"Stunning mountain landscapes, vibrant local markets, and the warmth of traditional folklore create an inviting and colorful atmosphere.",Mid-range,4,4,5,1,3,3,4,3,4,16.400000000000002,Pleasant,11.133333333333333,Cool,18.233333333333334,Pleasant,21.066666666666666,Pleasant,5,['Nature'],Nature
DEST_0153,Sacred Ruins,Mexico,North America,Adventure,No,Winter,203.02,5.0,3.9,Puerto Vallarta,north_america,20.6407176,-105.220306,"Golden beaches meet the lush Sierra Madre mountains, creating a vibrant yet laid-back atmosphere filled with colorful markets and lively nightlife.",Mid-range,3,4,4,5,3,4,4,4,3,23.066666666666666,Pleasant,25.3,Warm,24.3,Pleasant,21.2,Pleasant,5,['Adventure'],Adventure
DEST_0154,Sacred Canyon,Spain,Europe,Historical,No,Autumn,166.62,4.3,5.44,Barcelona,europe,41.3828939,2.1774322,"Vibrant streets filled with Gaudí's whimsical architecture, lively tapas bars, and the warm Mediterranean breeze create an inviting and dynamic atmosphere.",Mid-range,5,3,3,4,5,5,5,3,2,15.066666666666668,Pleasant,24.8,Pleasant,17.8,Pleasant,9.766666666666667,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0155,Lush Ruins,France,Europe,Historical,No,Spring,155.74,5.0,8.6,Strasbourg,europe,48.584614,7.7507127,"Charming cobblestone streets lined with half-timbered houses, the aroma of freshly baked pastries, and the gentle flow of the canals create a fairy-tale ambiance.",Mid-range,5,2,3,1,4,3,4,3,3,11.5,Cool,20.900000000000002,Pleasant,11.833333333333334,Cool,4.166666666666667,Cold,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0156,Sacred Forest,India,Asia,Nature,No,Autumn,253.04,5.0,8.83,Ladakh,asia,34.0242098,77.2036739,"Rugged landscapes with towering mountains and serene monasteries create a tranquil yet awe-inspiring atmosphere, perfect for those seeking adventure and peace.",Budget,4,5,5,1,1,1,3,3,5,6.833333333333333,Cool,17.400000000000002,Pleasant,7.5,Cool,-4.5,Cold,10,['Nature'],Nature
DEST_0157,Serene Park,China,Asia,Adventure,No,Spring,98.98,4.4,0.77,Yangshuo,asia,24.8630286,110.4871831,Lush karst mountains and tranquil rivers create a serene backdrop for cycling through rice paddies and exploring vibrant local markets.,Budget,3,4,5,2,2,2,3,3,4,19.966666666666665,Pleasant,28.066666666666666,Warm,21.866666666666664,Pleasant,10.566666666666668,Cool,5,['Adventure'],Adventure
DEST_0158,Lush Plaza,China,Asia,City,Yes,Autumn,182.27,4.9,7.19,Shanghai,asia,31.2312707,121.4700152,"Vibrant streets pulse with energy, blending futuristic skyscrapers with ancient temples, while enticing aromas from street food stalls fill the air.",Mid-range,5,3,2,1,5,5,5,3,2,17.266666666666666,Pleasant,28.400000000000002,Warm,20.333333333333332,Pleasant,7.433333333333333,Cool,6,['Urban'],Urban
DEST_0159,Golden Ruins,China,Asia,Religious,No,Winter,128.32,4.4,0.64,Shanghai,asia,31.2312707,121.4700152,"Vibrant streets pulse with energy, blending futuristic skyscrapers with ancient temples, while enticing aromas from street food stalls fill the air.",Mid-range,5,3,2,1,5,5,5,3,2,17.266666666666666,Pleasant,28.400000000000002,Warm,20.333333333333332,Pleasant,7.433333333333333,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0160,Lush Valley,Australia,Oceania,Nature,No,Spring,202.92,4.0,4.23,Sydney,oceania,-33.8698439,151.2082848,"A lively harbor city where golden beaches meet urban sophistication, offering a blend of vibrant culture and stunning natural beauty.",Luxury,4,4,4,5,5,4,4,3,2,19.433333333333334,Pleasant,14.033333333333331,Cool,19.066666666666666,Pleasant,23.366666666666664,Pleasant,8,['Nature'],Nature
DEST_0161,Grand Ruins,Australia,Oceania,Adventure,No,Summer,194.3,4.5,3.81,Brisbane,oceania,-27.4689682,153.0234991,"Sun-drenched streets and lush riverside parks create a laid-back vibe, with vibrant markets and buzzing eateries adding a lively local flavor.",Mid-range,4,4,4,3,4,4,4,3,2,21.03333333333333,Pleasant,15.733333333333333,Pleasant,20.599999999999998,Pleasant,24.733333333333334,Pleasant,5,['Adventure'],Adventure
DEST_0162,Grand Valley,Spain,Europe,Adventure,No,Spring,225.12,4.5,4.27,Asturias,europe,43.3133868,-5.94192,"Lush green landscapes meet rugged coastlines, offering a sense of tranquility and adventure with every breathtaking vista and charming village.",Mid-range,4,4,5,4,2,3,4,3,4,12.333333333333334,Cool,18.499999999999996,Pleasant,14.666666666666666,Cool,9.1,Cool,6,['Adventure'],Adventure
DEST_0163,Lush Forest,Peru,South America,Religious,No,Autumn,199.08,4.6,9.52,Lima,south_america,-12.0621065,-77.0365256,"A lively blend of colonial charm and vibrant modernity, with bustling markets, ocean views, and the tantalizing aroma of street food.",Mid-range,5,3,3,2,4,4,5,3,2,21.46666666666667,Pleasant,17.433333333333334,Pleasant,17.933333333333334,Pleasant,22.633333333333336,Pleasant,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0164,Crystal Temple,Italy,Europe,Nature,Yes,Summer,64.83,4.5,4.86,Sicily,europe,37.587794,14.155048,"Sun-drenched landscapes, aromatic citrus groves, and vibrant markets create a sensory feast, while ancient ruins whisper stories of a rich, layered history.",Mid-range,5,3,4,4,3,3,5,3,3,11.533333333333331,Cool,23.8,Pleasant,15.5,Pleasant,6.966666666666666,Cool,8,['Nature'],Nature
DEST_0165,Ancient Pagoda,Spain,Europe,Adventure,No,Summer,149.69,4.6,3.62,Asturias,europe,43.3133868,-5.94192,"Lush green landscapes meet rugged coastlines, offering a sense of tranquility and adventure with every breathtaking vista and charming village.",Mid-range,4,4,5,4,2,3,4,3,4,12.333333333333334,Cool,18.499999999999996,Pleasant,14.666666666666666,Cool,9.1,Cool,6,['Adventure'],Adventure
DEST_0166,Golden Falls,United States,North America,Religious,No,Spring,84.78,4.7,1.22,New York,north_america,40.7127281,-74.0060152,"The city buzzes with energy, offering iconic skylines, diverse cultures, and a sensory overload of sights, sounds, and tastes at every corner.",Luxury,5,3,3,2,5,5,5,3,1,12.033333333333333,Cool,24.599999999999998,Pleasant,15.533333333333331,Pleasant,2.9,Cold,8,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0167,Mystic Temple,Italy,Europe,Historical,No,Spring,94.94,4.6,3.78,Milan,europe,45.4641943,9.1896346,"Chic streets lined with fashion boutiques, historic architecture, and lively piazzas create a sophisticated yet welcoming atmosphere, perfect for leisurely exploration.",Luxury,5,2,2,1,5,4,5,3,2,14.066666666666668,Cool,24.833333333333332,Pleasant,14.933333333333332,Cool,5.166666666666667,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0168,Ancient Park,Australia,Oceania,Adventure,Yes,Winter,146.87,4.8,6.84,Brisbane,oceania,-27.4689682,153.0234991,"Sun-drenched streets and lush riverside parks create a laid-back vibe, with vibrant markets and buzzing eateries adding a lively local flavor.",Mid-range,4,4,4,3,4,4,4,3,2,21.03333333333333,Pleasant,15.733333333333333,Pleasant,20.599999999999998,Pleasant,24.733333333333334,Pleasant,5,['Adventure'],Adventure
DEST_0169,Mystic Temple,China,Asia,Nature,No,Winter,127.67,4.4,0.89,Chengdu,asia,30.6598628,104.0633717,"A lively blend of spicy street food aromas, lush green parks, and the gentle charm of giant pandas creates an inviting, laid-back atmosphere.",Mid-range,5,3,4,1,4,3,5,3,2,19.400000000000002,Pleasant,27.03333333333333,Warm,18.666666666666668,Pleasant,8.966666666666667,Cool,6,['Nature'],Nature
DEST_0170,Golden Pagoda,India,Asia,Religious,No,Spring,123.49,4.3,2.18,Mumbai,asia,19.054999,72.8692035,"A bustling metropolis where vibrant street life, aromatic food stalls, and historic landmarks blend with a dynamic energy that never sleeps.",Mid-range,5,3,2,3,5,4,5,3,1,29.933333333333334,Warm,28.53333333333333,Warm,28.900000000000002,Warm,26.5,Warm,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0171,Hidden Park,Argentina,South America,Religious,Yes,Winter,78.3,4.4,3.96,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0172,Lush Canyon,Argentina,South America,Religious,No,Autumn,248.24,4.5,0.87,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0173,Grand Park,Canada,North America,Adventure,Yes,Autumn,175.73,4.9,1.28,Calgary,north_america,51.0456064,-114.057541,"A dynamic blend of urban sophistication and stunning natural landscapes, where vibrant arts scenes meet the majestic Rockies under vast blue skies.",Mid-range,4,4,5,1,4,3,3,3,3,4.633333333333334,Cold,17.0,Pleasant,5.566666666666667,Cool,-6.133333333333333,Cold,5,['Adventure'],Adventure
DEST_0174,Crystal Beach,Japan,Asia,Nature,No,Spring,144.38,4.4,8.16,Takayama,asia,36.1396246,137.2510322,"Charming wooden houses, serene streets, and the gentle flow of the river create a peaceful atmosphere perfect for unwinding and exploration.",Mid-range,5,2,4,1,2,2,4,3,4,10.533333333333333,Cool,22.96666666666667,Pleasant,14.200000000000001,Cool,0.5333333333333333,Cold,4,['Nature'],Nature
DEST_0175,Golden Park,Kenya,Africa,Adventure,Yes,Spring,113.18,4.7,2.49,Nairobi,africa,-1.30261485,36.82884202,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",Mid-range,4,4,5,1,4,3,3,3,2,20.666666666666668,Pleasant,18.3,Pleasant,19.966666666666665,Pleasant,20.8,Pleasant,5,['Adventure'],Adventure
DEST_0176,Hidden Temple,Vietnam,Asia,Historical,No,Winter,136.25,3.8,6.37,Hoi An,asia,15.8795863,108.3319406,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",Budget,5,3,3,3,2,2,5,3,4,27.366666666666664,Warm,30.166666666666668,Hot,27.066666666666666,Warm,22.73333333333333,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0177,Mystic Valley,Morocco,Africa,City,No,Spring,118.67,3.8,7.6,Marrakesh,africa,31.6258257,-7.9891608,"A sensory feast of vibrant colors, aromatic spices, bustling souks, and serene gardens, creating an enchanting and immersive experience for every visitor.",Budget,5,3,3,1,4,4,5,4,2,19.86666666666667,Pleasant,28.266666666666666,Warm,22.233333333333334,Pleasant,14.033333333333333,Cool,5,['Urban'],Urban
DEST_0178,Lush Beach,Morocco,Africa,Religious,No,Summer,178.83,4.6,5.36,Fès,africa,34.0346534,-5.0161926,"Winding alleys filled with vibrant souks, the aroma of spices, and the sound of artisans at work create an enchanting, timeless atmosphere.",Budget,5,2,2,1,3,2,4,3,3,16.5,Pleasant,26.399999999999995,Warm,19.599999999999998,Pleasant,11.366666666666667,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0179,Crystal Falls,South Africa,Africa,Historical,Yes,Winter,101.39,4.5,4.75,Pretoria,africa,-25.7459277,28.1879101,"Wide tree-lined avenues and vibrant jacaranda blooms create a serene backdrop for exploring cultural landmarks and lively markets in a warm, welcoming atmosphere.",Mid-range,4,3,4,1,4,3,4,3,2,18.8,Pleasant,13.733333333333334,Cool,21.5,Pleasant,22.733333333333334,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0180,Sacred Falls,Thailand,Asia,City,Yes,Winter,69.68,4.6,3.06,Bangkok,asia,13.7524938,100.4935089,Busy streets filled with vibrant markets and aromatic street food stalls create an exhilarating atmosphere that's both chaotic and captivating.,Budget,5,3,2,2,5,5,5,4,1,30.566666666666666,Hot,29.599999999999998,Warm,28.73333333333333,Warm,28.133333333333336,Warm,10,['Urban'],Urban
DEST_0181,Crystal Pagoda,Australia,Oceania,Nature,No,Spring,140.65,4.5,3.56,Hobart,oceania,-42.8825088,147.3281233,"Charming waterfront views and a laid-back vibe invite exploration through historic streets, bustling markets, and the surrounding natural beauty of rugged landscapes.",Mid-range,4,3,5,3,3,2,4,3,4,12.733333333333334,Cool,8.833333333333334,Cool,11.5,Cool,15.9,Pleasant,5,['Nature'],Nature
DEST_0182,Lush Valley,Argentina,South America,Religious,No,Spring,117.67,4.2,1.64,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0183,Sacred Falls,Germany,Europe,City,No,Autumn,160.91,4.8,6.95,Berlin,europe,52.510885,13.3989367,"Eclectic streets filled with history, art, and a dynamic cultural scene create an atmosphere that's both invigorating and deeply engaging.",Mid-range,5,3,2,1,5,5,4,3,2,10.200000000000001,Cool,19.866666666666664,Pleasant,10.933333333333335,Cool,3.1999999999999997,Cold,5,['Urban'],Urban
DEST_0184,Ancient Pagoda,Spain,Europe,Adventure,Yes,Summer,149.6,4.9,1.33,Asturias,europe,43.3133868,-5.94192,"Lush green landscapes meet rugged coastlines, offering a sense of tranquility and adventure with every breathtaking vista and charming village.",Mid-range,4,4,5,4,2,3,4,3,4,12.333333333333334,Cool,18.499999999999996,Pleasant,14.666666666666666,Cool,9.1,Cool,6,['Adventure'],Adventure
DEST_0185,Hidden Valley,Japan,Asia,Religious,No,Spring,268.72,4.8,7.58,Kyoto,asia,35.0115754,135.7681441,"Serene temples and vibrant gardens blend with the gentle rustle of bamboo forests, creating a tranquil yet deeply enriching experience.",Luxury,5,2,4,1,3,2,5,3,4,15.266666666666666,Pleasant,26.900000000000002,Warm,19.166666666666668,Pleasant,6.333333333333333,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0186,Sacred Falls,Kenya,Africa,City,Yes,Autumn,98.14,4.4,3.2,Nairobi,africa,-1.30261485,36.82884202,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",Mid-range,4,4,5,1,4,3,3,3,2,20.666666666666668,Pleasant,18.3,Pleasant,19.966666666666665,Pleasant,20.8,Pleasant,5,['Urban'],Urban
DEST_0187,Lush Canyon,Egypt,Africa,City,No,Summer,219.79,4.1,5.92,Cairo,africa,30.0443879,31.2357257,"Bustling streets filled with vibrant markets, the aroma of spices, and the awe-inspiring sight of ancient pyramids create an unforgettable experience.",Budget,5,3,3,2,4,3,4,3,2,22.733333333333334,Pleasant,30.0,Warm,25.03333333333333,Warm,16.066666666666666,Pleasant,6,['Urban'],Urban
DEST_0188,Golden Canyon,Morocco,Africa,Adventure,Yes,Summer,80.07,4.7,1.47,Fès,africa,34.0346534,-5.0161926,"Winding alleys filled with vibrant souks, the aroma of spices, and the sound of artisans at work create an enchanting, timeless atmosphere.",Budget,5,2,2,1,3,2,4,3,3,16.5,Pleasant,26.399999999999995,Warm,19.599999999999998,Pleasant,11.366666666666667,Cool,6,['Adventure'],Adventure
DEST_0189,Sacred Ruins,Vietnam,Asia,Beach,Yes,Summer,127.09,4.3,2.03,Hoi An,asia,15.8795863,108.3319406,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",Budget,5,3,3,3,2,2,5,3,4,27.366666666666664,Warm,30.166666666666668,Hot,27.066666666666666,Warm,22.73333333333333,Pleasant,4,['Beach'],Beach
DEST_0190,Sacred Plaza,China,Asia,Adventure,No,Spring,120.38,4.2,2.15,Lhasa,asia,29.6542054,91.1173015,High-altitude streets filled with the scent of incense and the sound of prayer wheels create a serene yet vibrant atmosphere.,Luxury,5,4,4,1,2,1,3,4,5,10.133333333333333,Cool,17.3,Pleasant,10.799999999999999,Cool,1.7,Cold,10,['Adventure'],Adventure
DEST_0191,Ancient Pagoda,South Africa,Africa,Religious,No,Winter,30.0,4.7,9.83,Pretoria,africa,-25.7459277,28.1879101,"Wide tree-lined avenues and vibrant jacaranda blooms create a serene backdrop for exploring cultural landmarks and lively markets in a warm, welcoming atmosphere.",Mid-range,4,3,4,1,4,3,4,3,2,18.8,Pleasant,13.733333333333334,Cool,21.5,Pleasant,22.733333333333334,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0192,Hidden Temple,Egypt,Africa,Adventure,Yes,Spring,138.05,4.2,9.71,Sharm El Sheikh,africa,27.8644422,34.295447,Crystal-clear waters and vibrant coral reefs invite you to explore a world of underwater wonders while sun-drenched beaches promise pure relaxation.,Mid-range,3,4,4,5,3,4,3,4,3,24.133333333333336,Pleasant,32.766666666666666,Hot,26.066666666666666,Warm,15.766666666666666,Pleasant,5,['Adventure'],Adventure
DEST_0193,Ancient Falls,India,Asia,Adventure,No,Winter,161.87,4.6,2.95,Goa,asia,15.3004543,74.0855134,"Golden beaches stretch endlessly alongside vibrant markets and aromatic spice-scented air, offering a perfect blend of relaxation and lively culture.",Mid-range,4,4,3,5,3,5,4,3,3,29.166666666666668,Warm,26.900000000000002,Warm,27.566666666666666,Warm,26.7,Warm,5,['Adventure'],Adventure
DEST_0194,Crystal Temple,New Zealand,Oceania,Religious,Yes,Spring,175.05,4.2,9.33,Rotorua,oceania,-38.1381493,176.252922,"Steam rises from bubbling mud pools and the air is filled with the scent of sulfur, creating a unique geothermal wonderland.",Mid-range,4,4,5,2,3,3,3,5,3,13.066666666666668,Cool,7.866666666666667,Cool,11.233333333333334,Cool,16.566666666666666,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0195,Golden Beach,Greece,Europe,Adventure,No,Summer,252.17,5.0,3.16,Crete,europe,35.3084952,24.46334232,"Sun-drenched beaches, ancient ruins, and vibrant local markets create a tapestry of experiences that feel both timeless and refreshingly alive.",Mid-range,4,4,5,5,3,3,5,4,4,16.833333333333332,Pleasant,26.366666666666664,Warm,20.233333333333334,Pleasant,11.966666666666667,Cool,8,['Adventure'],Adventure
DEST_0196,Serene Valley,Peru,South America,City,No,Winter,116.87,4.7,3.57,Lima,south_america,-12.0621065,-77.0365256,"A lively blend of colonial charm and vibrant modernity, with bustling markets, ocean views, and the tantalizing aroma of street food.",Mid-range,5,3,3,2,4,4,5,3,2,21.46666666666667,Pleasant,17.433333333333334,Pleasant,17.933333333333334,Pleasant,22.633333333333336,Pleasant,6,['Urban'],Urban
DEST_0197,Serene Falls,New Zealand,Oceania,City,No,Winter,163.99,3.7,2.8,Wellington,oceania,-41.2887953,174.7772114,"Charming harborside views, vibrant arts scene, and a cozy mix of urban buzz and nature create a welcoming, eclectic atmosphere.",Mid-range,4,3,4,3,4,4,4,3,2,15.033333333333333,Pleasant,10.966666666666669,Cool,13.266666666666666,Cool,17.633333333333333,Pleasant,6,['Urban'],Urban
DEST_0198,Mystic Ruins,Germany,Europe,Nature,Yes,Summer,162.99,4.2,3.24,Heidelberg,europe,49.4093582,8.694724,"Cobblestone streets lined with charming old buildings and the gentle flow of the Neckar River create an inviting, romantic atmosphere.",Mid-range,5,2,4,1,3,3,4,3,4,10.366666666666665,Cool,20.7,Pleasant,12.133333333333333,Cool,4.066666666666666,Cold,4,['Nature'],Nature
DEST_0199,Golden Ruins,New Zealand,Oceania,Historical,Yes,Winter,93.04,4.6,5.07,Rotorua,oceania,-38.1381493,176.252922,"Steam rises from bubbling mud pools and the air is filled with the scent of sulfur, creating a unique geothermal wonderland.",Mid-range,4,4,5,2,3,3,3,5,3,13.066666666666668,Cool,7.866666666666667,Cool,11.233333333333334,Cool,16.566666666666666,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0200,Golden Ruins,France,Europe,Historical,No,Winter,117.41,4.5,3.7,Strasbourg,europe,48.584614,7.7507127,"Charming cobblestone streets lined with half-timbered houses, the aroma of freshly baked pastries, and the gentle flow of the canals create a fairy-tale ambiance.",Mid-range,5,2,3,1,4,3,4,3,3,11.5,Cool,20.900000000000002,Pleasant,11.833333333333334,Cool,4.166666666666667,Cold,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0201,Sacred Valley,Brazil,South America,Beach,No,Winter,119.9,4.7,6.97,Salvador da Bahia,south_america,-13.2432762,-43.3742847,"Lively streets filled with music and dance, vibrant markets, and stunning coastal views create an energetic yet laid-back atmosphere.",Mid-range,5,3,4,4,3,4,5,3,2,27.2,Warm,25.600000000000005,Warm,28.866666666666664,Warm,26.96666666666667,Warm,5,['Beach'],Beach
DEST_0202,Sacred Park,Spain,Europe,Adventure,No,Autumn,176.49,4.9,4.98,Asturias,europe,43.3133868,-5.94192,"Lush green landscapes meet rugged coastlines, offering a sense of tranquility and adventure with every breathtaking vista and charming village.",Mid-range,4,4,5,4,2,3,4,3,4,12.333333333333334,Cool,18.499999999999996,Pleasant,14.666666666666666,Cool,9.1,Cool,6,['Adventure'],Adventure
DEST_0203,Golden Forest,Greece,Europe,Adventure,No,Winter,61.49,4.2,9.33,Crete,europe,35.3084952,24.46334232,"Sun-drenched beaches, ancient ruins, and vibrant local markets create a tapestry of experiences that feel both timeless and refreshingly alive.",Mid-range,4,4,5,5,3,3,5,4,4,16.833333333333332,Pleasant,26.366666666666664,Warm,20.233333333333334,Pleasant,11.966666666666667,Cool,8,['Adventure'],Adventure
DEST_0204,Lush Plaza,Argentina,South America,Adventure,Yes,Summer,168.56,4.3,9.41,Salta,south_america,-25.1076701,-64.3494964,"Stunning mountain landscapes, vibrant local markets, and the warmth of traditional folklore create an inviting and colorful atmosphere.",Mid-range,4,4,5,1,3,3,4,3,4,16.400000000000002,Pleasant,11.133333333333333,Cool,18.233333333333334,Pleasant,21.066666666666666,Pleasant,5,['Adventure'],Adventure
DEST_0205,Lush Valley,Thailand,Asia,Religious,No,Summer,174.4,5.0,8.5,Bangkok,asia,13.7524938,100.4935089,Busy streets filled with vibrant markets and aromatic street food stalls create an exhilarating atmosphere that's both chaotic and captivating.,Budget,5,3,2,2,5,5,5,4,1,30.566666666666666,Hot,29.599999999999998,Warm,28.73333333333333,Warm,28.133333333333336,Warm,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0206,Crystal Park,Spain,Europe,Historical,Yes,Winter,166.88,4.4,2.42,Barcelona,europe,41.3828939,2.1774322,"Vibrant streets filled with Gaudí's whimsical architecture, lively tapas bars, and the warm Mediterranean breeze create an inviting and dynamic atmosphere.",Mid-range,5,3,3,4,5,5,5,3,2,15.066666666666668,Pleasant,24.8,Pleasant,17.8,Pleasant,9.766666666666667,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0207,Sacred Canyon,Morocco,Africa,Nature,No,Spring,134.08,4.4,8.24,Chefchaouen,africa,35.1700832,-5.276658297,"Wander through winding blue-washed alleys, breathe in the fresh mountain air, and feel a serene calm envelop you in this charming town.",Budget,4,3,4,1,2,2,4,3,4,17.3,Pleasant,24.900000000000002,Pleasant,20.433333333333334,Pleasant,14.1,Cool,4,['Nature'],Nature
DEST_0208,Ancient Forest,India,Asia,Nature,Yes,Autumn,164.49,5.0,3.91,Ladakh,asia,34.0242098,77.2036739,"Rugged landscapes with towering mountains and serene monasteries create a tranquil yet awe-inspiring atmosphere, perfect for those seeking adventure and peace.",Budget,4,5,5,1,1,1,3,3,5,6.833333333333333,Cool,17.400000000000002,Pleasant,7.5,Cool,-4.5,Cold,10,['Nature'],Nature
DEST_0209,Grand Falls,Canada,North America,Adventure,No,Autumn,136.49,4.8,8.26,Calgary,north_america,51.0456064,-114.057541,"A dynamic blend of urban sophistication and stunning natural landscapes, where vibrant arts scenes meet the majestic Rockies under vast blue skies.",Mid-range,4,4,5,1,4,3,3,3,3,4.633333333333334,Cold,17.0,Pleasant,5.566666666666667,Cool,-6.133333333333333,Cold,5,['Adventure'],Adventure
DEST_0210,Hidden Plaza,India,Asia,Adventure,No,Autumn,48.09,4.2,4.9,Ladakh,asia,34.0242098,77.2036739,"Rugged landscapes with towering mountains and serene monasteries create a tranquil yet awe-inspiring atmosphere, perfect for those seeking adventure and peace.",Budget,4,5,5,1,1,1,3,3,5,6.833333333333333,Cool,17.400000000000002,Pleasant,7.5,Cool,-4.5,Cold,10,['Adventure'],Adventure
DEST_0211,Mystic Pagoda,Peru,South America,Religious,No,Spring,202.58,4.2,5.28,Machu Picchu,south_america,-13.164422,-72.5450851,"Misty mountain peaks and ancient stone terraces create a mystical atmosphere, inviting you to explore and connect with history and nature.",Luxury,5,5,5,1,1,1,3,2,4,12.700000000000001,Cool,11.533333333333333,Cool,14.033333333333333,Cool,13.266666666666666,Cool,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0212,Ancient Falls,Spain,Europe,Beach,Yes,Summer,166.35,4.4,4.15,Barcelona,europe,41.3828939,2.1774322,"Vibrant streets filled with Gaudí's whimsical architecture, lively tapas bars, and the warm Mediterranean breeze create an inviting and dynamic atmosphere.",Mid-range,5,3,3,4,5,5,5,3,2,15.066666666666668,Pleasant,24.8,Pleasant,17.8,Pleasant,9.766666666666667,Cool,6,['Beach'],Beach
DEST_0213,Sacred Forest,Germany,Europe,Nature,No,Summer,194.62,4.5,6.43,Heidelberg,europe,49.4093582,8.694724,"Cobblestone streets lined with charming old buildings and the gentle flow of the Neckar River create an inviting, romantic atmosphere.",Mid-range,5,2,4,1,3,3,4,3,4,10.366666666666665,Cool,20.7,Pleasant,12.133333333333333,Cool,4.066666666666666,Cold,4,['Nature'],Nature
